bird,trk,site,cell,pd.sum,species,test.dir1,dir1.area,test.dir2,dir2.area,pref.speed,sp80.1,sp80.2,sp80.3,sp80.4,sp80.5,sp80.6,sp80.7,sp80.8,sp80.9,sp80.10,sp80.11,sp80.12,tune50,tune55,tune60,tune65,tune70,tune75,tune80,tune85,tune90,tune95
1422,10,5787,4,359.5882956,1,0,42.19354165,180,22.00742216,16.03,0,0,0,0,0,0,1,1,0,1,0,0,9,9,9,9,7,4,3,3,1,1
1422,11,5725,1,350.6585874,1,0,58.41410772,180,-1.847847165,16.03,0,0,0,0,0,1,1,1,1,1,0,0,9,8,8,7,7,5,5,4,4,2
1422,11,5725,2,355.990508,1,0,56.80864663,180,-0.691369183,16.03,0,0,0,0,0,1,1,1,1,1,0,0,9,8,8,8,7,5,5,4,4,2
1422,11,5762,1,350.4437594,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,11,5762,2,351.678269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,11,5762,3,352.7566524,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,11,5808,1,356.3098825,1,0,57.09261873,180,-11.68536439,32.03,0,0,0,0,0,1,1,1,1,0,0,0,9,7,7,7,7,7,4,4,4,2
1422,11,5808,2,353.0267348,1,0,51.42590908,180,-7.169638644,32.03,0,0,0,0,0,1,1,1,1,0,0,0,8,7,7,7,5,5,4,4,2,1
1422,11,5808,3,356.5716988,1,0,42.03650035,180,-11.31659236,64.02,0,0,0,0,0,0,0,0,1,1,1,1,7,6,5,5,5,4,4,4,4,2
1422,11,5890,1,356.4250977,1,0,60.51053471,180,-12.7604835,47.99,0,0,0,0,0,0,1,1,1,1,1,0,9,8,8,7,6,5,5,5,2,1
1422,11,5890,2,357.4064967,1,0,61.74340996,180,-10.9974254,32.03,0,0,0,0,0,1,1,1,1,1,1,0,9,9,8,8,8,7,6,6,4,3
1422,8,5721,1,181.1221949,1,180,43.60537975,0,-11.87861844,64.02,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,3,1,1,1
1422,8,5721,2,339.4249737,1,0,46.74586246,180,25.54774887,32.03,0,0,0,0,0,0,0,0,1,0,0,0,7,7,3,3,2,2,1,1,1,1
1422,8,5721,3,20.40885418,1,0,33.00665489,180,14.40357171,32.03,0,0,0,0,0,0,0,0,1,0,0,0,6,5,5,4,3,3,1,1,1,1
1422,8,5762,1,187.3643283,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,1,5581,1,337.9125933,1,0,55.79779948,180,16.85999477,16.03,0,0,0,0,0,1,1,1,1,1,1,1,8,7,7,7,7,7,7,5,2,2
1423,1,5581,2,321.2816289,1,0,49.64112672,180,15.43420305,24,0,0,0,0,0,1,1,1,1,0,1,1,8,7,7,7,7,7,6,5,5,2
1423,1,5581,3,355.4828637,1,0,55.63506727,180,-16.32255174,16.03,0,0,0,0,0,1,1,1,1,0,1,0,9,8,8,8,7,7,5,3,2,2
1423,1,5631,5,354.0216413,1,0,59.20163791,180,19.90539045,24,0,0,0,0,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,7,6,3
1423,1,5631,6,335.7236843,1,0,45.37499243,180,13.63147645,24,0,0,0,0,1,1,1,1,1,0,1,1,8,8,8,8,8,7,7,6,6,3
1423,2,5638,1,258.5517651,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,2,5638,2,243.5899809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,2,5638,3,296.1559761,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,3,5723,1,196.6711645,1,180,-2.637861352,0,-2.635122329,0.99,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1423,3,5723,2,342.1048933,1,0,40.76551294,180,-6.984147098,7.98,0,0,0,0,0,1,1,0,0,0,0,0,4,4,4,3,3,2,2,2,1,1
1423,3,5723,3,6.98241194,1,0,24.78508194,180,-7.802496871,47.99,0,0,0,0,0,1,0,0,0,1,0,0,4,3,3,3,3,3,2,2,2,2
1423,3,5723,4,332.2271748,1,0,35.07431644,180,-3.529624992,7.98,0,0,0,0,0,1,1,0,0,0,0,0,4,3,2,2,2,2,2,1,1,1
1423,3,5772,1,287.6545392,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,3,5772,2,333.1358952,1,0,26.93727377,180,-3.56841817,7.98,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,3,2,2,1,1,1
1423,3,5772,3,336.1003015,1,0,30.03994246,180,-7.923733144,7.98,0,0,0,0,0,1,0,1,0,0,0,0,4,3,3,3,3,2,2,2,2,1
1423,3,5772,4,342.0348301,1,0,35.07503676,180,2.485903539,16.03,0,0,0,0,0,1,1,1,0,0,0,0,5,4,4,3,3,3,3,2,2,2
1423,3,5822,1,148.2355703,1,180,37.92407469,0,-3.428814851,79.86,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,2,2,1,1,1,1,1
1423,3,5822,2,344.9688418,1,0,41.21948255,180,0.665822854,16.03,0,0,0,0,0,1,1,1,0,0,0,0,5,4,4,4,4,3,3,3,2,1
1423,3,5822,3,344.779762,1,0,42.41269259,180,3.419192848,16.03,0,0,0,0,0,1,1,1,0,0,0,0,5,4,4,4,4,4,3,3,3,3
1423,3,5822,4,357.0815232,1,0,35.78148846,180,2.318747382,7.98,0,0,0,0,0,1,1,1,0,0,0,0,5,4,4,3,3,3,3,3,3,2
1423,3,5937,1,126.464682,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,3,5937,2,169.9004926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,5,5582,1,338.8770075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,5,5582,2,340.01371,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,5,5582,3,316.595456,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,5,5641,1,186.9708525,1,180,41.43383849,0,-21.87406527,79.86,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,5,5,3,2,1,1,1
1424,5,5641,2,270.6328988,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,5,5641,3,343.9713094,1,0,24.69070734,180,-1.501729478,4.03,0,0,0,0,1,0,0,1,0,0,0,0,6,4,3,2,2,2,2,2,1,1
1424,5,5909,1,152.0581931,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,5,5909,3,106.4692107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,6,5370,1,191.7841049,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,6,5370,2,195.8318911,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,6,5370,3,148.0243298,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,1,5630,1,337.4571213,1,315,52.10925794,135,10.74821161,64.02,0,0,0,0,0,0,0,0,1,1,1,1,6,6,5,4,4,4,4,3,3,2
1425,1,5630,2,329.04093,1,315,44.58415353,135,6.201561778,79.86,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,3,2,2,2,1,1
1425,1,5630,3,346.7887115,1,315,-0.401583517,135,-46.71361782,1.98,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1
1425,1,5693,1,323.7798771,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,1,5693,2,323.1775675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,2,5255,1,183.3970139,1,225,53.94548367,45,16.98635933,79.86,0,0,0,0,0,0,0,0,0,1,1,1,6,6,6,5,5,4,3,3,2,1
1425,2,5255,2,250.7697382,1,225,53.63884524,45,-15.25491621,79.86,0,0,0,0,0,0,0,0,0,1,1,1,6,5,5,5,4,4,3,3,2,1
1425,2,5255,3,154.5004257,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,2,5255,4,180.7243913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,2,5334,1,154.8080481,1,180,50.67445431,0,31.84035522,64.02,0,0,0,0,0,0,0,0,1,1,1,1,6,6,5,5,5,4,4,3,2,2
1425,2,5334,2,133.2642719,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,2,5334,3,162.0386131,1,180,16.74528032,0,13.94591095,32.03,0,0,0,0,0,0,0,0,1,0,0,1,4,4,4,4,4,3,2,2,1,1
1425,2,5334,4,149.2967867,1,180,37.74110076,0,26.23377586,79.86,0,0,0,0,0,0,0,0,1,1,1,1,5,4,4,4,4,4,4,3,3,3
1425,2,5581,1,349.0258506,1,0,60.19409076,180,-1.806976729,79.86,0,0,0,0,0,0,1,1,1,1,1,1,7,7,6,6,6,6,6,6,4,3
1425,2,5581,2,351.2751788,1,0,55.13662615,180,-2.017565612,64.02,0,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,5,5,5,5,4,2
1425,5,5221,1,178.1394065,1,180,54.19451379,0,9.274949138,79.86,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,4,4,4,3,3,2,2
1425,5,5221,2,16.64915811,1,0,-7.827071153,180,48.53446729,79.86,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,2,1,1,1,1
1425,5,5221,3,115.7770847,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,5,5221,4,139.2638314,1,180,46.98330964,0,-10.4830294,64.02,0,0,0,0,0,0,0,0,1,0,1,1,6,6,5,5,4,4,3,2,2,2
1501,8,5988,1,351.2661416,1,0,61.48475063,180,18.73739819,24,0,0,0,0,0,1,1,1,1,1,1,0,7,7,7,7,7,7,6,6,6,2
1501,8,5988,2,353.4139046,1,0,54.12326259,180,13.34394832,24,0,0,0,0,0,1,1,1,1,1,1,0,7,7,7,7,6,6,6,4,1,1
1501,8,6015,1,346.3421888,1,0,63.14287419,180,17.19935843,47.99,0,0,0,0,0,0,1,1,1,1,1,1,7,7,7,7,7,7,6,5,2,1
1501,8,6015,2,344.1674148,1,0,52.8676722,180,8.791068124,64.02,0,0,0,0,0,0,1,1,1,1,1,1,7,7,7,7,7,7,6,6,4,4
1501,8,6048,1,350.6138383,1,0,49.9005219,180,0.108709932,64.02,0,0,0,0,0,0,0,0,1,1,1,0,6,6,5,5,5,4,3,2,2,1
1501,8,6048,2,351.3779669,1,0,43.6849754,180,1.705719334,64.02,0,0,0,0,0,0,0,0,0,1,1,0,5,5,5,5,5,3,2,2,2,1
1501,8,6095,1,358.935527,1,0,40.95229124,180,4.919719931,32.03,0,0,0,0,0,0,0,1,1,0,1,0,6,4,4,4,4,4,3,2,2,1
1501,8,6095,2,359.3828231,1,0,39.48621369,180,5.494041353,32.03,0,0,0,0,0,0,0,1,1,0,0,0,4,4,4,4,3,3,2,1,1,1
1501,8,6149,1,5.135932536,1,0,26.57317506,180,10.51134621,32.03,0,0,0,0,0,0,0,1,1,0,0,0,4,4,3,3,3,2,2,2,1,1
1501,8,6149,2,4.211230182,1,0,22.22106738,180,4.928933171,32.03,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,1
1501,9,5587,1,14.10606224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,9,5587,2,29.90955787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,1,5807,1,236.1477045,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,1,5807,2,282.8595786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,1,5209,2,325.8136481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,1,5618,1,193.5246602,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,1,5618,2,167.4185869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,3,5479,1,217.8381978,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,4,4276,1,59.52397435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,4,4276,2,61.28150663,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,6,5284,1,289.9377966,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,6,5284,2,316.8659727,1,0,33.91086689,180,-10.1730106,64.02,0,0,0,0,0,0,1,0,0,1,1,1,6,5,5,5,4,4,4,4,2,2
1503,6,5284,3,320.2689789,1,0,27.63033144,180,-13.53673718,32.03,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,3,3,2,2,2,2
1503,6,5323,1,338.0967996,1,0,24.5571961,180,-15.0750738,32.03,0,0,0,0,0,0,1,0,1,0,0,0,4,4,4,4,4,2,2,1,1,1
1503,6,5323,2,335.0890057,1,0,13.904071,180,-11.68739527,32.03,0,0,0,0,1,1,1,0,1,0,0,0,7,7,6,6,5,5,4,4,3,2
1503,6,5323,3,329.6118647,1,0,26.06483811,180,0.125314805,16.03,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,4,2,1,1,1,1
1503,7,5268,1,342.2279776,1,0,34.05270304,180,16.91252713,47.99,0,0,0,0,0,0,0,1,0,1,0,1,5,5,4,4,3,3,3,3,2,1
