0.1,0.24,0.5,1,1.5,2,4,8,16,24,32,48,64,80,128,256
0,0.035714286,0.017857143,0,0,0.107142857,0.035714286,0.035714286,0.053571429,0.089285714,0.071428571,0.178571429,0.25,0.125,0,0
0,0,0,0.018691589,0,0.009345794,0.009345794,0.093457944,0.168224299,0.121495327,0.186915888,0.112149533,0.130841121,0.14953271,0,0
0,0,0.094736842,0.052631579,0.010526316,0.126315789,0.126315789,0.084210526,0.147368421,0,0.147368421,0,0.063157895,0,0.052631579,0.021052632
