time,stim,spike
21.742,0,0.00223
21.743,0,-0.00308
21.744,0,-0.00275
21.745,0,0.00717
21.746,0,0.00415
21.747,0,0.00851
21.748,0,-0.00436
21.749,0,0.00601
21.75,0,-0.0014
21.751,0,0.00766
21.752,0,0.00317
21.753,0,0.00601
21.754,0,0.00412
21.755,0,-0.00342
21.756,0,0.00427
21.757,0,0.0058
21.758,0,4.3e-4
21.759,0,-1.2e-4
21.76,0,0.00311
21.761,0,0.00269
21.762,0,0.00351
21.763,0,0.00467
21.764,0,0.00159
21.765,0,3e-5
21.766,0,0.0032
21.767,0,0.00305
21.768,0,0.0029
21.769,0,0.00613
21.77,0,0.00143
21.771,0,-0.00595
21.772,0,0.01056
21.773,0,0.00851
21.774,0,0.01083
21.775,0,-0.0022
21.776,0,0.00626
21.777,0,0.00381
21.778,0,0.00174
21.779,0,6e-5
21.78,0,-0.00259
21.781,0,0.00656
21.782,0,-5.5e-4
21.783,0,0.00137
21.784,0,0.00195
21.785,0,0.00256
21.786,0,-0.00146
21.787,0,0.00787
21.788,0,0.00241
21.789,0,-0.00226
21.79,0,0.00772
21.791,0,0.00632
21.792,0,0.00189
21.793,0,0.00293
21.794,0,-0.00757
21.795,0,-0.01028
21.796,0,-0.00354
21.797,0,0.00632
21.798,0,0.01392
21.799,0,0.00531
21.8,0,0.00632
21.801,0,-0.00165
21.802,0,-0.00101
21.803,0,-8.2e-4
21.804,0,0.00497
21.805,0,0.01355
21.806,0,0.00354
21.807,0,0.00333
21.808,0,-0.00406
21.809,0,-5.8e-4
21.81,0,0.00583
21.811,0,0.0116
21.812,0,0.00107
21.813,0,0.00598
21.814,0,0.00375
21.815,0,0.0043
21.816,0,-0.00101
21.817,0,0.00238
21.818,0,0.00253
21.819,0,0.00116
21.82,0,0.00229
21.821,0,0.00851
21.822,0,2.4e-4
21.823,0,0.00314
21.824,0,-0.00125
21.825,0,6.1e-4
21.826,0,0.00702
21.827,0,0.00357
21.828,0,-0.00406
21.829,0,0.01331
21.83,0,0.00766
21.831,0,0.01154
21.832,0,-0.00464
21.833,0,4.3e-4
21.834,0,0.0011
21.835,0,0.00104
21.836,0,0.00204
21.837,0,0.0065
21.838,0,0.00552
21.839,0,-0.00757
21.84,0,-0.01239
21.841,0,0.01178
21.842,0,0.00488
21.843,0,0.00531
21.844,0,3e-5
21.845,0,0.00327
21.846,0,-0.00662
21.847,0,0.00626
21.848,0,2.4e-4
21.849,0,0.00348
21.85,0,0.00305
21.851,0,0.00394
21.852,0,-0.00119
21.853,0,0.00311
21.854,0,4.6e-4
21.855,0,0.0054
21.856,0,0.01184
21.857,0,0.00726
21.858,0,-0.0022
21.859,0,-0.00574
21.86,0,-0.00436
21.861,0,0.005
21.862,0,0.0033
21.863,0,-0.00336
21.864,0,-0.02411
21.865,0,9e-5
21.866,0,0.01474
21.867,0,0.00189
21.868,0,0.00977
21.869,0,0.00195
21.87,0,-6.4e-4
21.871,0,0.00439
21.872,0,-0.00125
21.873,0,4e-4
21.874,0,0.00598
21.875,0,-0.00394
21.876,0,0.00549
21.877,0,9.2e-4
21.878,0,0.01373
21.879,0,0.01471
21.88,0,0.00189
21.881,0,-0.0011
21.882,0,-9.2e-4
21.883,0,-1.5e-4
21.884,0,0.00354
21.885,0,0.00876
21.886,0,0.00406
21.887,0,-0.00134
21.888,0,-0.00217
21.889,0,-0.02682
21.89,0,0.00742
21.891,0,0.0116
21.892,0,0.00446
21.893,0,0.02356
21.894,0,-0.00296
21.895,0,-0.00467
21.896,0,-0.00107
21.897,0,-0.0011
21.898,0,-0.00436
21.899,0,-0.00305
21.9,0,0.01007
21.901,0,0.00272
21.902,0,0.0015
21.903,0,0.00412
21.904,0,0.00513
21.905,0,0.00439
21.906,0,-9.5e-4
21.907,0,0.00455
21.908,0,0.00195
21.909,0,0.00998
21.91,0,-0.0029
21.911,0,-0.00143
21.912,0,-0.00262
21.913,0,-0.00232
21.914,0,0.00464
21.915,0,0.00278
21.916,0,0.00122
21.917,0,0.00409
21.918,0,0.00436
21.919,0,-0.00632
21.92,0,0.01797
21.921,0,0.01999
21.922,0,0.01849
21.923,0,0.00403
21.924,0,-0.00201
21.925,0,-1.2e-4
21.926,0,-0.00351
21.927,0,-0.00824
21.928,0,-0.00137
21.929,0,-0.00406
21.93,0,0.02814
21.931,0,0.0148
21.932,0,0.00281
21.933,0,-6.7e-4
21.934,0,-0.00998
21.935,0,0.00146
21.936,0,0.00259
21.937,0,0.0087
21.938,0,0.02026
21.939,0,0.01147
21.94,0,0.00284
21.941,0,0.00229
21.942,0,0.00452
21.943,0,0.00452
21.944,0,3.4e-4
21.945,0,0.00433
21.946,0,-0.00208
21.947,0,-0.01126
21.948,0,-0.0043
21.949,0,0.00433
21.95,0,0.0224
21.951,0,0.00613
21.952,0,-0.00595
21.953,0,5.5e-4
21.954,0,0.00165
21.955,0,0.00165
21.956,0,-0.00177
21.957,0,0.00363
21.958,0,0.00497
21.959,0,0.00366
21.96,0,0.01096
21.961,0,-0.01184
21.962,0,0.00519
21.963,0,0.01202
21.964,0,0.00967
21.965,0,0.0015
21.966,0,-0.00159
21.967,0,-0.00647
21.968,0,-0.00793
21.969,0,0.00827
21.97,0,0.01205
21.971,0,0.00278
21.972,0,0.00436
21.973,0,-7e-4
21.974,0,-0.00458
21.975,0,0.0108
21.976,0,0.00473
21.977,0,0.00623
21.978,0,0.00195
21.979,0,0.00287
21.98,0,-0.00269
21.981,0,0.01019
21.982,0,0.0061
21.983,0,9.8e-4
21.984,0,0.00674
21.985,0,-0.00363
21.986,0,-0.00287
21.987,0,0.00177
21.988,0,0.00595
21.989,0,0.00357
21.99,0,0.00729
21.991,0,-0.00436
21.992,0,-0.00204
21.993,0,0.00491
21.994,0,0.00635
21.995,0,0.00586
21.996,0,0.00864
21.997,0,0.00607
21.998,0,0.00232
21.999,0,0.00516
22,0,0.00766
22.001,0,0.00116
22.002,0,0.00168
22.003,0,-0.00241
22.004,0,-0.00168
22.005,0,-0.00104
22.006,0,0.01175
22.007,0,0.00797
22.008,0,0.00922
22.009,0,1.8e-4
22.01,0,0.00146
22.011,0,-1.8e-4
22.012,0,-0.00409
22.013,0,0.00403
22.014,0,0.00888
22.015,0,-0.00177
22.016,0,0.00848
22.017,0,0.00223
22.018,0,-0.00256
22.019,0,0.00699
22.02,0,-0.00284
22.021,0,0.00586
22.022,0,0.00916
22.023,0,0.01288
22.024,0,0.0105
22.025,0,0.0037200000000000002
22.026,0,0.00116
22.027,0,-3.7e-4
22.028,0,0.00256
22.029,0,-0.01614
22.03,0,0.01749
22.031,0,0.00214
22.032,0,0.00339
22.033,0,-0.00296
22.034,0,0.00662
22.035,0,0.00397
22.036,0,3.1e-4
22.037,0,0.005
22.038,0,-0.00101
22.039,0,-0.00278
22.04,0,0.00845
22.041,0,0.00595
22.042,0,-0.00101
22.043,0,0.00339
22.044,0,-0.00592
22.045,0,0.00571
22.046,0,0.00119
22.047,0,6.1e-4
22.048,0,0.01959
22.049,0,0.00552
22.05,0,0.00861
22.051,0,0.00113
22.052,0,-0.0018
22.053,0,0.00922
22.054,0,0.00192
22.055,0,-0.00507
22.056,0,0.01456
22.057,0,0.00531
22.058,0,0.00366
22.059,0,0.00146
22.06,0,4e-4
22.061,0,-0.0058
22.062,0,-0.00977
22.063,0,0.00763
22.064,0,0.00601
22.065,0,-0.00638
22.066,0,0.00571
22.067,0,0.00418
22.068,0,0.00327
22.069,0,0.00507
22.07,0,0.00247
22.071,0,0.00217
22.072,0,0.00101
22.073,0,0.00665
22.074,0,0.0043
22.075,0,0.00348
22.076,0,0.00708
22.077,0,4.3e-4
22.078,0,-0.00137
22.079,0,0.00558
22.08,0,0.0029
22.081,0,-0.00214
22.082,0,0.00458
22.083,0,0.00171
22.084,0,0.00388
22.085,0,9.8e-4
22.086,0,0.00562
22.087,0,0.00354
22.088,0,0.00537
22.089,0,0.00452
22.09,0,4e-4
22.091,0,0.00763
22.092,0,0.00235
22.093,0,9.2e-4
22.094,0,0.0033
22.095,0,0.00345
22.096,0,-0.00198
22.097,0,0.00253
22.098,0,0.00708
22.099,0,0.00211
22.1,0,-0.00995
22.101,0,0.00613
22.102,0,0.00934
22.103,0,0.00708
22.104,0,0.00409
22.105,0,0.00128
22.106,0,0.00189
22.107,0,0.00476
22.108,0,5.8e-4
22.109,0,-0.00131
22.11,0,-7.9e-4
22.111,0,0.01254
22.112,0,0.00412
22.113,0,-3e-5
22.114,0,4e-4
22.115,0,7.9e-4
22.116,0,0.00681
22.117,0,0.00656
22.118,0,1.5e-4
22.119,0,0.00519
22.12,0,0.00433
22.121,0,0.00217
22.122,0,-0.00302
22.123,0,0.0054
22.124,0,0.00601
22.125,0,0.00201
22.126,0,0.00491
22.127,0,-0.0036
22.128,0,0.00253
22.129,0,0.00461
22.13,0,0.00165
22.131,0,-0.00211
22.132,0,0.00549
22.133,0,-0.00189
22.134,0,0.00381
22.135,0,0.0022
22.136,0,9.8e-4
22.137,0,0.00464
22.138,0,0.00757
22.139,0,5.2e-4
22.14,0,0.00223
22.141,0,0.00464
22.142,0,0.00415
22.143,0,0.00156
22.144,0,0.00803
22.145,0,0.00323
22.146,0,0.0018600000000000001
22.147,0,0.00293
22.148,0,6.1e-4
22.149,0,-0.00671
22.15,0,0.00558
22.151,0,0.00858
22.152,0,-5.2e-4
22.153,0,0.00314
22.154,0,-0.00333
22.155,0,2.4e-4
22.156,0,-7e-4
22.157,0,0.00992
22.158,0,0.00659
22.159,0,0.00348
22.16,0,0.00394
22.161,0,-0.00497
22.162,0,0.00412
22.163,0,0.00626
22.164,0,0.00314
22.165,0,-0.00311
22.166,0,-7e-4
22.167,0,0.00632
22.168,0,-0.00729
22.169,0,0.0032
22.17,0,0.0037200000000000002
22.171,0,0.00378
22.172,0,0.00342
22.173,0,0.00449
22.174,0,-7.3e-4
22.175,0,-0.01984
22.176,0,0.01248
22.177,0,0.01053
22.178,0,-0.00433
22.179,0,0.00739
22.18,0,-0.0018600000000000001
22.181,0,0.00305
22.182,0,0.00366
22.183,0,0.00543
22.184,0,0.00311
22.185,0,0.00305
22.186,0,4.6e-4
22.187,0,3.4e-4
22.188,0,9.5e-4
22.189,0,0.00305
22.19,0,0.0065
22.191,0,0.00696
22.192,0,0.00555
22.193,0,0.00339
22.194,0,0.00269
22.195,0,0.00146
22.196,0,-0.00183
22.197,0,0.00986
22.198,0,0.00385
22.199,0,0.00369
22.2,0,0.00443
22.201,0,7.3e-4
22.202,0,0.00681
22.203,0,-0.0105
22.204,0,-0.00259
22.205,0,0.01569
22.206,0,-0.00497
22.207,0,-9.5e-4
22.208,0,0.00229
22.209,0,6.4e-4
22.21,0,-6.4e-4
22.211,0,0.00137
22.212,0,0.0058
22.213,0,4e-4
22.214,0,0.00439
22.215,0,0.00104
22.216,0,0.0033
22.217,0,2.7e-4
22.218,0,0.00327
22.219,0,-0.00204
22.22,0,0.0043
22.221,0,0.00345
22.222,0,0.0022
22.223,0,-5.5e-4
22.224,0,0.00128
22.225,0,0.00797
22.226,0,-0.00116
22.227,0,-0.00995
22.228,0,0.01416
22.229,0,0.01553
22.23,0,0.02112
22.231,0,0.00339
22.232,0,0.00275
22.233,0,0.0014
22.234,0,0.00629
22.235,0,0.0037200000000000002
22.236,0,0.00388
22.237,0,0.00394
22.238,0,0.0036
22.239,0,0.00204
22.24,0,0.00742
22.241,0,0.00104
22.242,0,0.00955
22.243,0,0.00458
22.244,0,0.00287
22.245,0,-0.00189
22.246,0,-0.00293
22.247,0,-2.1e-4
22.248,0,0.0061
22.249,0,-0.00333
22.25,0,0.00284
22.251,0,-0.00677
22.252,0,0.01767
22.253,0,-0.01324
22.254,0,0.00427
22.255,0,0.00534
22.256,0,0.00305
22.257,0,0.00528
22.258,0,0.01044
22.259,0,0.0047
22.26,0,0.00485
22.261,0,-7.9e-4
22.262,0,0.0032
22.263,0,0.0011
22.264,0,-0.00491
22.265,0,0.02124
22.266,0,0.00739
22.267,0,-0.00589
22.268,0,0.01093
22.269,0,0.00388
22.27,0,-9.2e-4
22.271,0,-0.00116
22.272,0,0.00238
22.273,0,9.2e-4
22.274,0,-0.00281
22.275,0,0.00882
22.276,0,-4e-4
22.277,0,0.00565
22.278,0,-0.02066
22.279,0,0.01407
22.28,0,-0.00693
22.281,0,0.00479
22.282,0,-8.5e-4
22.283,0,-0.00262
22.284,0,9.2e-4
22.285,0,0.00177
22.286,0,0.01321
22.287,0,0.01312
22.288,0,0.00604
22.289,0,0.00281
22.29,0,0.00803
22.291,0,0.00342
22.292,0,-0.0022
22.293,0,0.00592
22.294,0,-0.00717
22.295,0,-0.01114
22.296,0,0.01968
22.297,0,0.00626
22.298,0,0.00211
22.299,0,-0.00745
22.3,0,0.00375
22.301,0,0.0037200000000000002
22.302,0,4e-4
22.303,0,6e-5
22.304,0,0.0029
22.305,0,0.00803
22.306,0,0.00583
22.307,0,0.00299
22.308,0,3e-5
22.309,0,0.00574
22.31,0,-0.00177
22.311,0,-0.00568
22.312,0,0.00616
22.313,0,0.00418
22.314,0,-0.00473
22.315,0,0.00659
22.316,0,0.01337
22.317,0,0.00946
22.318,0,-0.00192
22.319,0,0.00192
22.32,0,-0.00101
22.321,0,0.01001
22.322,0,0.00687
22.323,0,0.00443
22.324,0,0.00363
22.325,0,-0.00253
22.326,0,-0.02441
22.327,0,0.02249
22.328,0,0.00317
22.329,0,-6.4e-4
22.33,0,0.0058
22.331,0,2.4e-4
22.332,0,-0.00955
22.333,0,0.0105
22.334,0,9.5e-4
22.335,0,0.0072
22.336,0,0.00244
22.337,0,0.01093
22.338,0,0.00305
22.339,0,0.00745
22.34,0,-0.01138
22.341,0,0.00327
22.342,0,0.0097
22.343,0,-0.00262
22.344,0,4.9e-4
22.345,0,-0.00351
22.346,0,-0.00214
22.347,0,0.00241
22.348,0,0.01324
22.349,0,-0.0152
22.35,0,0.00507
22.351,0,0.00827
22.352,0,0.00165
22.353,0,0.00189
22.354,0,-0.00119
22.355,0,-0.01379
22.356,0,0.00394
22.357,0,2.4e-4
22.358,0,-6.1e-4
22.359,0,-0.00101
22.36,0,-0.00494
22.361,0,-0.00507
22.362,0,0.00333
22.363,0,0.01324
22.364,0,0.01428
22.365,0,0.00885
22.366,0,-1.5e-4
22.367,0,3.1e-4
22.368,0,-0.00537
22.369,0,0.00256
22.37,0,-0.0152
22.371,0,0.01727
22.372,0,-9.8e-4
22.373,0,0.00467
22.374,0,0.00586
22.375,0,0.00409
22.376,0,0.00119
22.377,0,0.00818
22.378,0,0.00235
22.379,0,0.00879
22.38,0,-0.00482
22.381,0,-0.00488
22.382,0,0.02441
22.383,0,0.00787
22.384,0,-0.00974
22.385,0,0.01776
22.386,0,0.00409
22.387,0,-0.00555
22.388,0,0.00552
22.389,0,0.00156
22.39,0,-0.0054
22.391,0,-0.00195
22.392,0,0.0047
22.393,0,0.00751
22.394,0,-0.00208
22.395,0,-0.00293
22.396,0,-0.00208
22.397,0,0.00446
22.398,0,0.00131
22.399,0,0.00848
22.4,0,0.0076
22.401,0,0.02271
22.402,0,0.00119
22.403,0,0.00604
22.404,0,0.00137
22.405,0,0.0054
22.406,0,0.00714
22.407,0,-0.00781
22.408,0,6.4e-4
22.409,0,0.01199
22.41,0,0.01028
22.411,0,0.00137
22.412,0,0.00427
22.413,0,-0.01025
22.414,0,0.00995
22.415,0,-0.00122
22.416,0,0.01553
22.417,0,6.7e-4
22.418,0,0.00659
22.419,0,-0.00522
22.42,0,0.0108
22.421,0,0.00427
22.422,0,0.00458
22.423,0,-1.5e-4
22.424,0,-0.00241
22.425,0,0.00275
22.426,0,0.00839
22.427,0,0.0036
22.428,0,0.00455
22.429,0,-0.0032
22.43,0,-0.00131
22.431,0,-0.00247
22.432,0,0.02579
22.433,0,0.00748
22.434,0,0.00262
22.435,0,-0.00195
22.436,0,0.00192
22.437,0,-0.00259
22.438,0,0.00177
22.439,0,-3e-5
22.44,0,0.00824
22.441,0,0.00555
22.442,0,-2.4e-4
22.443,0,0.00711
22.444,0,0.00366
22.445,0,0.00116
22.446,0,0.01324
22.447,0,0.00909
22.448,0,0.00452
22.449,0,-0.00854
22.45,0,0.00833
22.451,0,-0.00201
22.452,0,0.0087
22.453,0,-6e-5
22.454,0,0.00613
22.455,0,-0.01089
22.456,0,0.00882
22.457,0,3e-5
22.458,0,0.01093
22.459,0,-0.0037200000000000002
22.46,0,0.00632
22.461,0,-0.02377
22.462,0,0.00717
22.463,0,-0.01208
22.464,0,0.01758
22.465,0,0.00677
22.466,0,-0.00256
22.467,0,0.01047
22.468,0,-9.2e-4
22.469,0,-0.00247
22.47,0,0.00992
22.471,0,-0.00668
22.472,0,-0.00214
22.473,0,0.00519
22.474,0,-0.00891
22.475,0,-0.02032
22.476,0,0.02039
22.477,0,0.00967
22.478,0,-0.01019
22.479,0,0.00674
22.48,0,0.00827
22.481,0,-0.00113
22.482,0,0.00122
22.483,0,0.00381
22.484,0,0.00146
22.485,0,0.00403
22.486,0,0.00647
22.487,0,0.00409
22.488,0,-0.00247
22.489,0,0.00793
22.49,0,0.00784
22.491,0,-0.00693
22.492,0,0.00861
22.493,0,-4.6e-4
22.494,0,-3.4e-4
22.495,0,-0.0054
22.496,0,0.01401
22.497,0,-7.3e-4
22.498,0,0.00638
22.499,0,-0.01364
22.5,0,0.0174
22.501,0,0.00894
22.502,0,-0.00229
22.503,0,0.01041
22.504,0,0.00357
22.505,0,-0.00162
22.506,0,-0.00171
22.507,0,0.00589
22.508,0,0.00949
22.509,0,0.0083
22.51,0,0.00821
22.511,0,0.00125
22.512,0,0.00558
22.513,0,-0.00143
22.514,0,-0.0014
22.515,0,0.00745
22.516,0,0.01224
22.517,0,0.00388
22.518,0,0.0162
22.519,0,0.00641
22.52,0,0.00214
22.521,0,-0.00415
22.522,0,-0.02264
22.523,0,0.01385
22.524,0,0.0033
22.525,0,0.00125
22.526,0,0.00433
22.527,0,0.00244
22.528,0,7e-4
22.529,0,0.0054
22.53,0,0.00153
22.531,0,-0.00183
22.532,0,0.01935
22.533,0,0.00833
22.534,0,-0.00195
22.535,0,0.00125
22.536,0,0.00244
22.537,0,-0.00153
22.538,0,0.0025
22.539,0,0.00821
22.54,0,0.0018600000000000001
22.541,0,2.4e-4
22.542,0,0.00793
22.543,0,0.0058
22.544,0,0.00449
22.545,0,0.0062
22.546,0,0.0047
22.547,0,0.00299
22.548,0,0.00623
22.549,0,0.00439
22.55,0,0.00491
22.551,0,0.00458
22.552,0,-0.01837
22.553,0,0.00211
22.554,0,-0.00125
22.555,0,0.004
22.556,0,0.00629
22.557,0,0.00504
22.558,0,-0.00287
22.559,0,-0.00851
22.56,0,-6.7e-4
22.561,0,0.01233
22.562,0,0.00241
22.563,0,0.01459
22.564,0,-0.00189
22.565,0,1.5e-4
22.566,0,-0.00122
22.567,0,0.00665
22.568,0,0.00943
22.569,0,-0.00204
22.57,0,0.00195
22.571,0,-0.00165
22.572,0,0.00552
22.573,0,0.00873
22.574,0,0.00385
22.575,0,-7.3e-4
22.576,0,0.00519
22.577,0,-0.00101
22.578,0,-0.01059
22.579,0,0.00879
22.58,0,0.00342
22.581,0,0.00287
22.582,0,0.00104
22.583,0,0.00204
22.584,0,-0.00159
22.585,0,0.00781
22.586,0,0.00119
22.587,0,0.00369
22.588,0,5.2e-4
22.589,0,0.00113
22.59,0,-0.00443
22.591,0,-0.00369
22.592,0,0.01187
22.593,0,0.00455
22.594,0,0.013
22.595,0,-1.2e-4
22.596,0,-0.00543
22.597,0,0.00739
22.598,0,-9.2e-4
22.599,0,0.01202
22.6,0,0.00287
22.601,0,0.00955
22.602,0,0.00516
22.603,0,-0.00226
22.604,0,0.00854
22.605,0,-0.00378
22.606,0,0.01236
22.607,0,0.00656
22.608,0,-0.00482
22.609,0,-2.7e-4
22.61,0,0.00156
22.611,0,0.01157
22.612,0,-4.3e-4
22.613,0,-0.00195
22.614,0,-0.00153
22.615,0,-0.00192
22.616,0,0.00555
22.617,0,0.00497
22.618,0,0.00302
22.619,0,0.00363
22.62,0,0.00803
22.621,0,0.00644
22.622,0,7.6e-4
22.623,0,0.00815
22.624,0,-8.9e-4
22.625,0,0.00671
22.626,0,-0.00995
22.627,0,0.00421
22.628,0,0.00244
22.629,0,0.00424
22.63,0,-0.0065
22.631,0,3.7e-4
22.632,0,0.00729
22.633,0,0.00592
22.634,0,0.00873
22.635,0,5.8e-4
22.636,0,0.00867
22.637,0,0.00562
22.638,0,9.2e-4
22.639,0,0.00449
22.64,0,0.00208
22.641,0,3.1e-4
22.642,0,-7.6e-4
22.643,0,0.0014
22.644,0,0.00296
22.645,0,0.00702
22.646,0,0.00201
22.647,0,7.6e-4
22.648,0,0.00327
22.649,0,0.00137
22.65,0,-0.00192
22.651,0,0.01294
22.652,0,0.01367
22.653,0,0.0058
22.654,0,0.00345
22.655,0,-0.00845
22.656,0,-0.00101
22.657,0,0.01068
22.658,0,-0.00137
22.659,0,0.01486
22.66,0,-0.00125
22.661,0,0.00897
22.662,0,0.00882
22.663,0,-0.00723
22.664,0,0.00845
22.665,0,-0.00336
22.666,0,0.0036
22.667,0,0.00385
22.668,0,0.00696
22.669,0,7.9e-4
22.67,0,7e-4
22.671,0,-4.3e-4
22.672,0,0.0032
22.673,0,0.00531
22.674,0,0.00189
22.675,0,0.0065
22.676,0,0.00415
22.677,0,0.00537
22.678,0,-0.04337
22.679,0,0.03787
22.68,0,0.00607
22.681,0,0.00272
22.682,0,-0.00391
22.683,0,0.00146
22.684,0,0.00269
22.685,0,7.6e-4
22.686,0,-0.00757
22.687,0,-0.01086
22.688,0,0.03339
22.689,0,0.01138
22.69,0,0.00711
22.691,0,0.00388
22.692,0,0.00485
22.693,0,0.00235
22.694,0,0.00406
22.695,0,0.0018
22.696,0,-0.00433
22.697,0,0.02728
22.698,0,0.01709
22.699,0,0.00125
22.7,0,0.00342
22.701,0,0.00204
22.702,0,-0.00134
22.703,0,0.004
22.704,0,0.00107
22.705,0,9.5e-4
22.706,0,0.00226
22.707,0,0.01337
22.708,0,0.00443
22.709,0,-0.00125
22.71,0,-0.00519
22.711,0,0.00345
22.712,0,-0.00491
22.713,0,0.01813
22.714,0,0.01114
22.715,0,0.0014
22.716,0,-5.8e-4
22.717,0,-0.01166
22.718,0,0.01059
22.719,0,0.00629
22.72,0,0.00125
22.721,0,0.00418
22.722,0,-0.00955
22.723,0,0.01312
22.724,0,0.00345
22.725,0,0.00403
22.726,0,0.00854
22.727,0,0.00681
22.728,0,-0.0043
22.729,0,0.0062
22.73,0,0.00647
22.731,0,-0.00555
22.732,0,-0.00461
22.733,0,0.0043
22.734,0,0.00101
22.735,0,0.00262
22.736,0,0.00308
22.737,0,0.00623
22.738,0,2.4e-4
22.739,0,0.00449
22.74,0,0.00305
22.741,0,0.00363
22.742,0,0.00504
22.743,0,0.00436
22.744,0,-0.0015
22.745,0,-0.0054
22.746,0,0.01627
22.747,0,0.00754
22.748,0,0.00177
22.749,0,5.2e-4
22.75,0,0.00452
22.751,0,-0.00549
22.752,0,0.00708
22.753,0,9.5e-4
22.754,0,0.00537
22.755,0,-0.00104
22.756,0,0.00436
22.757,0,0.00589
22.758,0,0.00259
22.759,0,0.00482
22.76,0,0.00757
22.761,0,0.00745
22.762,0,6e-5
22.763,0,0.00699
22.764,0,9.8e-4
22.765,0,0.0047
22.766,0,0.00177
22.767,0,-0.01221
22.768,0,0.01431
22.769,0,0.01047
22.77,0,0.0036
22.771,0,0.0076
22.772,0,0.00305
22.773,0,-0.00113
22.774,0,0.01031
22.775,0,-0.0054
22.776,0,0.00494
22.777,0,0.0058
22.778,0,0.00803
22.779,0,7.3e-4
22.78,0,0.00555
22.781,0,0.00229
22.782,0,0.00256
22.783,0,0.00241
22.784,0,0.00476
22.785,0,0.00259
22.786,0,0.00162
22.787,0,0.0025
22.788,0,-0.01007
22.789,0,0.01108
22.79,0,-0.00146
22.791,0,0.00974
22.792,0,0.01532
22.793,0,0.00223
22.794,0,0.00546
22.795,0,7.3e-4
22.796,0,0.00327
22.797,0,0.00235
22.798,0,0.00714
22.799,0,-3.7e-4
22.8,0,0.00882
22.801,0,0.00421
22.802,0,0.01019
22.803,0,-0.0047
22.804,0,0.01324
22.805,0,5.2e-4
22.806,0,-0.00183
22.807,0,0.00436
22.808,0,-0.0037200000000000002
22.809,0,0.00433
22.81,0,0.00101
22.811,0,1.2e-4
22.812,0,0.01187
22.813,0,0.00281
22.814,0,-0.01935
22.815,0,-0.00528
22.816,0,0.00296
22.817,0,-0.01761
22.818,0,0.00485
22.819,0,0.01312
22.82,0,5.8e-4
22.821,0,7.9e-4
22.822,0,-0.00394
22.823,0,1.2e-4
22.824,0,0.01373
22.825,0,0.00955
22.826,0,-0.00604
22.827,0,0.00751
22.828,0,0
22.829,0,-4.3e-4
22.83,0,1.5e-4
22.831,0,0.00729
22.832,0,-0.00275
22.833,0,0.00482
22.834,0,-0.00238
22.835,0,0.0015
22.836,0,-0.00262
22.837,0,0.00443
22.838,0,9e-5
22.839,0,-0.00259
22.84,0,0.00497
22.841,0,0.00226
22.842,0,0.00668
22.843,0,8.2e-4
22.844,0,0.00732
22.845,0,0.00244
22.846,0,0.00482
22.847,0,0.00403
22.848,0,-0.00131
22.849,0,-0.00534
22.85,0,-0.00119
22.851,0,-0.00919
22.852,0,0.01273
22.853,0,0.00381
22.854,0,0.00534
22.855,0,0.00482
22.856,0,0.0036
22.857,0,-0.00262
22.858,0,0.01544
22.859,0,0.00458
22.86,0,0.00314
22.861,0,-0.00317
22.862,0,0.00485
22.863,0,-0.0014
22.864,0,0.0054
22.865,0,0.00266
22.866,0,0.00391
22.867,0,-0.00519
22.868,0,0.00726
22.869,0,0.0072
22.87,0,0.00598
22.871,0,0.00507
22.872,0,0.00311
22.873,0,0.00467
22.874,0,-2.1e-4
22.875,0,-0.00168
22.876,0,0.01459
22.877,0,-0.00146
22.878,0,-0.00571
22.879,0,0.0033
22.88,0,0.01233
22.881,0,-0.00397
22.882,0,3.7e-4
22.883,0,0.005
22.884,0,0.00397
22.885,0,-0.00305
22.886,0,0.00586
22.887,0,7.3e-4
22.888,0,7.3e-4
22.889,0,-0.00278
22.89,0,0.00162
22.891,0,0.01141
22.892,0,-0.00238
22.893,0,-0.0069
22.894,0,0.01346
22.895,0,0.00238
22.896,0,0.00537
22.897,0,0.00659
22.898,0,-0.00156
22.899,0,-0.00104
22.9,0,0.00235
22.901,0,0.00134
22.902,0,0.00775
22.903,0,0.0083
22.904,0,0.00549
22.905,0,-6.1e-4
22.906,0,0.00269
22.907,0,-0.01401
22.908,0,0.01022
22.909,0,0.00232
22.91,0,0.00201
22.911,0,3.4e-4
22.912,0,0.00204
22.913,0,0.00116
22.914,0,0.0037200000000000002
22.915,0,0.00238
22.916,0,0.00497
22.917,0,0.00189
22.918,0,0.00394
22.919,0,-6e-5
22.92,0,0.0127
22.921,0,0.00394
22.922,0,0.01196
22.923,0,-0.00119
22.924,0,-0.00403
22.925,0,7e-4
22.926,0,0.00961
22.927,0,5.5e-4
22.928,0,-6.1e-4
22.929,0,0.00253
22.93,0,0.01175
22.931,0,-0.00388
22.932,0,9e-5
22.933,0,0.00388
22.934,0,0.00531
22.935,0,0.00192
22.936,0,-0.0145
22.937,0,0.00876
22.938,0,0.00861
22.939,0,-0.00601
22.94,0,0.00443
22.941,0,0.01871
22.942,0,0.00412
22.943,0,0.00797
22.944,0,0.02173
22.945,0,0.00287
22.946,0,-1.5e-4
22.947,0,0.00421
22.948,0,0.00278
22.949,0,6.4e-4
22.95,0,0.00568
22.951,0,-0.00232
22.952,0,-0.00961
22.953,0,0.00128
22.954,0,-0.00443
22.955,0,0.01215
22.956,0,1.5e-4
22.957,0,-0.00311
